name,brand,rating_count,total_reviews,rating_value,price,seller_name,seller_location,seller_store_link
"Second Hand (Refurbished) Samsung Guru 1200 Gt-E1200 (Single Sim, 1.8 inches Display) Superb Condition, Like New",Samsung,0,0,0,1549,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Samsung Guru 1200 Gt-E1200 (Single Sim, 1.5 inches Display) - Superb Condition, Like New",Samsung,0,0,0,1549,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,39,5 Reviews,3.1,1849,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) - Superb Condition, Like New",NOKIA,0,0,0,1349,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Samsung Guru 1200 (Single Sim, 1.5 inches Display) - Superb Condition, Like New",Samsung,0,0,0,1149,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Samsung Guru 1200 Gt-E1200 (Single Sim, 1.8 inches Display) - Superb Condition, Like New",Samsung,0,0,0,1549,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Nokia 1208 (Single Sim, 1.5 inches Display, Assorted Color) Superb Condition, Like New",NOKIA,0,0,0,1349,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Samsung Guru Music 2 Blue - Superb Condition, Like New",Samsung,0,0,0,2299,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"Second Hand (Refurbished) Samsung E1080T (Single SIM, 1.4 Inch Display, Assorted Color) - Super Condition, Like New - Superb Condition, Like New",Samsung,0,0,0,1649,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Samsung Guru 1200 Gt-E1200 (Single Sim, 1.5 inches Display) Superb Condition, Like New",Samsung,0,0,0,1549,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Nokia 100, Black - Superb Condition, Like New",NOKIA,0,0,0,1599,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Samsung Guru Music 2, White - Superb Condition, Like New",Samsung,0,0,0,2299,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Nokia C1-02 - Superb Condition, Like New",NOKIA,0,0,0,1999,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,2299,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"Second Hand (Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1249,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1249,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Samsung Guru E1200 (Single Sim, 1.5 inches Display) Superb Condition, Like New",Samsung,0,0,0,1549,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"Second Hand (Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"PEAR P2320 (Single Sim, 1100mAh Battery, 1.8 Inch, Display, GREEN)",Pear,0,0,0,1499,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"PEAR P2320 (Single Sim, 1100mAh Battery, 1.8 Inch, Display, DARK BLUE)",Pear,0,0,0,819,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"PEAR P2320 (Single Sim, 1100mAh Battery, 1.8 Inch, Display, LIGHT BLUE)",Pear,0,0,0,819,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Ringme Royal (Dual Sim, 1.77 Inch Display, 3000mAh Battery, Maroon)",Ringme,0,0,0,1700,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Ringme Pulsarlsar 32 (Dual Sim, 1.77 Inch Display, 3000mAh Battery, Blue)",Ringme,0,0,0,850,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"PEAR P200 (Single Sim, 3000mAh Battery, 1.8 Inch, Display, GREEN)",Pear,0,0,0,1499,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"KARBONN K531 (Dual Sim, 1750mAh Battery, 2.4 Inch Display, Olive Green)",Karbonn,5,0,3.4,1249,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
"Second Hand (Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display, Assorted Color) Superb Condition, Like New",NOKIA,0,0,0,1499,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Ringme Micro1 (Dual Sim, 0.66 Inch Display, 800mAh Battery, Rose Gold)",Ringme,0,0,0,880,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Ringme Royal (Dual Sim, 1.77 Inch Display, 3000mAh Battery, Blue)",Ringme,0,0,0,850,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Ringme Micro2 (Dual Sim, 0.66 Inch Display, 800mAh Battery, Rose Gold)",Ringme,0,0,0,880,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Ringme Shine (Dual Sim, 2.4 Inch Display, 3000mAh Battery, Black)",Ringme,0,0,0,850,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Ringme R333 Slim (Dual Sim, 1.44 Inch Display, 800mAh Battery, Blue)",Ringme,0,0,0,950,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Mtr M11 (Dual Sim, 0.66 Inch Display, 700mAh Battery, Gold)",Generic,0,0,0,950,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"MTR M7 (Dual SIM, 1.44 Inch Display, 1100 mAh Battery, Orange)",MTR,0,0,0,1140,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Second Hand (Refurbished) Nokia 105 - Superb Condition, Like New",NOKIA,0,0,0,1349,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"Second Hand (Refurbished) Vivo Y71 (Y71A) (4 GB RAM, 64 GB Storage) - Superb Condition, Like New",Vivo,0,0,0,6700,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Vivo Y93 (6GB RAM, 128GB Storage) - Superb Condition, Like New",Vivo,0,0,0,6999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"PEAR P2320 (Single Sim, 1100mAh Battery, 1.8 Inch, Display, MAROON)",Pear,0,0,0,819,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"MTR M7 (Dual SIM, 1.44 Inch Display, 1100 mAh Battery, Gold)",MTR,0,0,0,1140,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Second Hand (Refurbished) Vivo V11i  (8 GB RAM, 256 GB Storage)",Vivo,0,0,0,11559,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
MUphone M350 Gold,MUPHONE,1,0,2,1499,Radhekrishan Enterprise,"Delhi , Delhi",http://radhekrishan-enterprise.shopclues.com
"Second Hand (Refurbished) Redmi 6X (Blue, 6 GB RAM, 128 GB Storage) - Superb Condition, Like New",Redmi,0,0,0,8469,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
MTR GURU (Green),MTR,0,0,0,789,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
MTR STAR (Blue),MTR,0,0,0,819,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Sia 4G Pro  (Dual Sim, 2.8 Inch Display, 3000mAh Battery, Gold)",SIA,0,0,0,949,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"MTR M5 Dual Sim, 1100mAh Battery, Red)",MTR,1,0,5,1020,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
KARBONN K310i(Black),Karbonn,15,3 Reviews,3.3,899,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,999,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
Jmax Super 6(Red),JMAX,1,1 Review,1,839,Radhekrishan Enterprise,"Delhi , Delhi",http://radhekrishan-enterprise.shopclues.com
"(Refurbished) SAMSUNG Galaxy Note 20 (8 GB RAM, 128 GB Storage) - Superb Condition, Like New",Samsung,0,0,0,29999,Schedder Technology Solutions Pvt Ltd,"Gurgaon , Haryana",http://schedder-technology-solutions-pvt-ltd.shopclues.com
"Ringme Pro 2 (Dual Sim, 2 Inch Display, 1050mAh Battery, Gold)",Ringme,0,0,0,1700,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Apple iPhone 7, 128 GB - Superb Condition, Like New",Apple,4,0,3.3,11999,Schedder Technology Solutions Pvt Ltd,"Gurgaon , Haryana",http://schedder-technology-solutions-pvt-ltd.shopclues.com
"(Refurbished) Vivo Y95 (Starry Black, 128 GB)  (6 GB RAM) - Superb Condition, Like New",Vivo,21,3 Reviews,3.4,7499,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
PEAR 2320 (Maroon)Phone with 1.8INCH Display 1100MAH Battery Contains Many Indian Language Vibration,MTR,1,0,2,840,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Itel It6350 (Dual Sim, 2.8 Inch Display, 1500mAh Battery, Gradation Blue)",iTel,0,0,0,1949,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
"MTR M2200 (Dual Sim, 1.77 Inch Display, 3000 mAh Battery, Green)",MTR,1,0,2,929,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Nokia C31, (4 GB RAM, 64 GB Storage, Charcoal)_605clone",NOKIA,0,0,0,7999,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
"itel ACE 2 YOUNG ( Dual SIM, 1.8 Inch Display, 1000mAh Battery, Black)",iTel,2,1 Review,5,849,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
"Second Hand (Refurbished) Samsung 310E Guru Music 2 (White, Dual SIM, 2 Inch Display) - Superb Condition, Like New",Samsung,0,0,0,1899,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
PEAR 100(Maroon)Phone with 1.8INCH Display 3000MAH Battery Contains Many Indian Language Vibration,MTR,0,0,0,829,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Nokia C3-00 (Single SIM , 2.4 Inch Display, Assorted Color) - Superb Condition, Like New",NOKIA,21,2 Reviews,3,1999,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"Mtr M2500 (Dual Sim, 4.5 Cm (1.77 Inch) Display, 3000 Mah Battery, Red)",MTR,2,0,5,850,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"Pear Power (Single Sim, 3000mAh Battery, 2.4 Inch, Display, MAROON)",Pear,0,0,0,1499,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) TECNO POVA  (4 GB RAM, 64 GB Storage, Magic Blue) - Superb Condition, Like New",Tecno,0,0,0,8999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Realme XT (4 GB RAM, 64 GB Storage, Pearl Blue) - Superb Condition, Like New",Realme,0,0,0,13999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Infinix Hot 9 (4 GB RAM, 64 GB Storage, Purple) - Superb Condition, Like New",Infinix,1,0,1,6999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) ONEPLUS NORD CE  (8 GB RAM, 128 GB Storage, Blue Void) - Superb Condition, Like New",Oneplus,0,0,0,14999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Redmi 11 Prime (4 GB RAM, 64 GB Storage, Flashy Black) - Superb Condition, Like New",Redmi,0,0,0,9999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Honor 9 lite (4 GB RAM, 64 GB Storage, Saphire Blue) - Superb Condition, Like New",Honor,0,0,0,7999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
iTel It 2163 4.57 cm (1.8 inch) Dual Sim Feature Phone (Black)_524clone,iTel,0,0,0,975,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
"(Refurbished) Samsung Galaxy J6+ (4 GB RAM, 64 GB Storage, Blue) - Good Condition",Samsung,0,0,0,5639,Mandal Enterprises,"New Delhi , Delhi",http://mandal-enterprises.shopclues.com
"(Refurbished) SAMSUNG Galaxy  Galaxy A13  (4 GB RAM, 128 GB Storage, Black) - Superb Condition, Like New",Samsung,0,0,0,9999,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"ONEME F33 (Dual Sim, 3.66 Inches Display, 800mAh Battery, Black)",Oneme,1,0,2,890,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,5,1 Review,4,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,4,1 Review,3.8,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,4,2 Reviews,4,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,7,3 Reviews,2.9,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,82,17 Reviews,2.6,2299,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"HOTLINE H312 (Dual Sim, 1.8 Inch Display, 1000 Mah Battery)",Hotline,17,4 Reviews,3.7,579,Radhekrishan Enterprise,"Delhi , Delhi",http://radhekrishan-enterprise.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,2299,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
Iphone 7 plus 32 GB Refurbished Rose Gold,Apple,3,0,3.7,14999,S V COLLECTIONS,"Hyderabad , Telangana",http://s-v-collections-1.shopclues.com
"(Refurbished) Samsung 1200 (Black, Single Sim, 1.5 inches Display) - Superb Condition, Like New",Samsung,3,0,3,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia C3-00 (Single SIM , 2.4 Inch Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,1999,GURU KIRPA TRADING_COMPANY,"Gurgaon , Haryana",http://guru-kirpa-tradingcompany.shopclues.com
"(Refurbished) SAMSUNG Galaxy  A72 (8 GB RAM, 128 GB Storage, Black) - Superb Condition, Like New",Samsung,0,0,0,18599,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Second Hand (Refurbished) Nokia 1100 (Single SIM, 1.2 Inch Display, Assorted) - Superb Condition, Like New",NOKIA,0,0,0,1199,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,0,0,0,2299,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,19,12 Reviews,3.2,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,1319,72 Reviews,3,1449,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,7,3 Reviews,3.7,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 5310 Xpress Music (Single Sim, 2.1 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,12,3 Reviews,2.6,2299,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) OPPO A17 (6 GB RAM, 128 GB Storage) - Superb Condition, Like New",Oppo,1,0,4,12299,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,11,0,2.9,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,3,2 Reviews,2.7,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
Nokia 105 BlUE,NOKIA,18,6 Reviews,3.8,1299,brand's store,"Firozabad , Uttar Pradesh",http://brands-store-1.shopclues.com
"(Refurbished) Samsung 310E Guru Music 2 (White, Dual SIM, 2 Inch Display) - Superb Condition, Like New",Samsung,4,0,3.3,1749,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Vivo Y95 (6GB RAM, 128GB Storage) - Superb Condition, Like New",Vivo,16,0,2.8,7499,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,23,7 Reviews,2.9,1849,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"Kechaoda K115 (Dual Sim, 1.44 Inch Display, 800 Mah Battery, SIlver)",Kechaoda,12,4 Reviews,4.2,1139,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,2,2 Reviews,3.5,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,36,5 Reviews,2.9,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,3,1 Review,4.3,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,7,2 Reviews,2.7,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 2220 (Single Sim, 1.8 Inches Display) - Superb Condition, Like New",NOKIA,1,1 Review,5,1899,SCSuperClone22,"Gurgaon , Haryana",http://scsuperclone22.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display) -  Superb Condition, Like New",NOKIA,11,0,2.7,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1110i (Single Sim, 1.2 inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,844,96 Reviews,3.4,1249,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,33,5 Reviews,3.4,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1616 (Single Sim, 1.8 inches Display, Assorted Color) Superb Condition, Like New",NOKIA,285,40 Reviews,3.5,1399,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,10,4 Reviews,2.7,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,14,2 Reviews,3.5,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,12,3 Reviews,3.4,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,5,1 Review,2.6,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,2,1 Review,2,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
MTR M1 BLUETOOTH DIALER PHONE CAN BE USED AS SEPERATE PHONE WITH USB CHARGING CABLE IN BLACK COLOR.,MTR,3,0,2,1129,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
MTR M1 BLUETOOTH DIALER PHONE CAN BE USED AS SEPERATE PHONE AND CAN BE CONNECTED TO ANY SMART PHONE IN CHAM GOLD COLOR,MTR,6,1 Review,4,1129,INFINITY SELLERS,"Delhi , Delhi",http://infinity-sellers.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,2,1 Review,1.5,1449,DIGIBUFF INDIA,"Gurgaon , Haryana",http://digibuff-india.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,3,1 Review,3.7,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,3,0,3.3,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
"(Refurbished) Nokia 1600 (Single Sim, 1.4 Inches Display, Assorted Color) - Superb Condition, Like New",NOKIA,9,4 Reviews,2.8,1449,Super Clone 44,"Gurgaon , Haryana",http://super-clone-44.shopclues.com
